Manuscript,Taxa,Total_Field_Seasons,Device_Pairing_Abbreviation,Intermediate_Device_Pairing,Broad_Device_Pairings,Tracking_Group,Monitor_Group,Discipline,Sub_discipline,Single_or_Multiple_Pairing,Total_Devices,Water_Type,Min_C_Depth_m,Max_C_Depth_m,Min_length_Tag_cm,Max_length_Tag_cm,Min_Days_Tracked,Max_Days_Tracked,Min_Hours_Recorded,Max_Hours_Recorded,Notes,Depth_groups,Length_Groups,Tracking_Days,Recording_Hours
Kawabata_2009,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Species Management,Hatchery,Single,2,Saltwater,Not Reported,NA,23.1,29.1,Not Reported,NA,Not Reported,49,"They did a study with same fish and transmitters a year before this, but without a video or camera. So telling that the second year they added that. ",NA,Small (<28.5cm),NA,Long Term (>20hr)
Kawabata_2009,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Species Management,Hatchery,Single,2,Saltwater,Not Reported,NA,23.1,29.1,Not Reported,NA,Not Reported,48,,NA,Small (<28.5cm),NA,Long Term (>20hr)
Kawabata_2009,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Species Management,Hatchery,Single,2,Saltwater,Not Reported,NA,23.1,29.1,Not Reported,NA,Not Reported,50,,NA,Small (<28.5cm),NA,Long Term (>20hr)
Kawabata_2009,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Methodological,Paired lab approach,Single,2,Saltwater,Not Reported,NA,23.1,29.1,Not Reported,NA,Not Reported,49,,NA,Small (<28.5cm),NA,Long Term (>20hr)
Kawabata_2009,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Methodological,Paired lab approach,Single,2,Saltwater,Not Reported,NA,23.1,29.1,Not Reported,NA,Not Reported,48,,NA,Small (<28.5cm),NA,Long Term (>20hr)
Kawabata_2009,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Methodological,Paired lab approach,Single,2,Saltwater,Not Reported,NA,23.1,29.1,Not Reported,NA,Not Reported,50,,NA,Small (<28.5cm),NA,Long Term (>20hr)
Kawabata_2009,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Other Drivers of Movement and Behavior,Diel differences,Single,2,Saltwater,Not Reported,NA,23.1,29.1,Not Reported,NA,Not Reported,48,,NA,Small (<28.5cm),NA,Long Term (>20hr)
Kawai_2025,Reptilia,11,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,Not Reported,NA,44,72.8,1.625,6.529,4.3,21.9,,NA,Medium (28.5-120cm),Medium Term (3-170d),Long Term (>20hr)
Kawai_2025,Reptilia,11,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Other Drivers of Movement and Behavior,Ontogenic,Single,2,Saltwater,Not Reported,NA,44,72.8,1.625,6.529,4.3,21.9,,NA,Medium (28.5-120cm),Medium Term (3-170d),Long Term (>20hr)
Kawai_2025,Reptilia,11,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Predator_prey interactions,Single,2,Saltwater,Not Reported,NA,44,72.8,1.625,6.529,4.3,21.9,,NA,Medium (28.5-120cm),Medium Term (3-170d),Long Term (>20hr)
Keefer_2010,Petromyzontida,5,R + Stationary,Radio_Stationary,Receiver_Stationary,Radio,Stationary,Resource-Use Management,Manmade structures,Single,2,Freshwater,0,0,59,65,Not Reported,NA,Not Reported,1,"complementary - PIT tags could show how well they passed through damn, while video observation could confirm what dam materials allowed them to efficienctly move through since they use this sucking behaviour to hold onto to dams, and video directly used in both a mock fishway and real life fish test. However, the parallel field observations made using video and radiotelemetry also indicated modest improvement in Pacific lamprey passage with lamprey‐friendly modifications to the fishways (i.e., elimination of vertical steps at orifices, rounding of entrance bulkheads, and installation of plates over floor grates). - essentially together identified the beset fish passge method for fisheries amangement. ",Surface to 2m,Medium (28.5-120cm),NA,Short term (<2hr)
Keefer_2010,Petromyzontida,5,R + Stationary,Radio_Stationary,Receiver_Stationary,Radio,Stationary,Reproductive Ecology,Adult migration,Single,2,Freshwater,0,0,59,65,Not Reported,NA,Not Reported,1,,Surface to 2m,Medium (28.5-120cm),NA,Short term (<2hr)
Keefer_2010,Petromyzontida,5,R + Stationary,Radio_Stationary,Receiver_Stationary,Radio,Stationary,Methodological,Paired lab approach,Single,2,Freshwater,0,0,59,65,Not Reported,NA,Not Reported,1,,Surface to 2m,Medium (28.5-120cm),NA,Short term (<2hr)
Krafft_2006,Phocidae,2,R + Mobile,Radio_Mobile,Receiver_Mobile,Radio,Mobile,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,0,0,NA,Not Reported,3,30,2.5,8,,Surface to 2m,NA,Medium Term (3-170d),Medium Term (2-20hr)
Krafft_2006,Phocidae,2,R + Mobile,Radio_Mobile,Receiver_Mobile,Radio,Mobile,Other Drivers of Movement and Behavior,Diel differences,Single,2,Saltwater,0,0,NA,Not Reported,3,30,2.5,8,,Surface to 2m,NA,Medium Term (3-170d),Medium Term (2-20hr)
Krafft_2006,Phocidae,2,R + Mobile,Radio_Mobile,Receiver_Mobile,Radio,Mobile,Other Drivers of Movement and Behavior,Environmental factors,Single,2,Saltwater,0,0,NA,Not Reported,3,30,2.5,8,,Surface to 2m,NA,Medium Term (3-170d),Medium Term (2-20hr)
Krafft_2006,Phocidae,2,R + Mobile,Radio_Mobile,Receiver_Mobile,Radio,Mobile,Other Drivers of Movement and Behavior,Seasonal Differences,Single,2,Saltwater,0,0,NA,Not Reported,3,30,2.5,8,,Surface to 2m,NA,Medium Term (3-170d),Medium Term (2-20hr)
Lara_Lizardi_2018,Chondrichthyes,1,AC + Mobile,Acoustic_Mobile,Receiver_Mobile,Acoustic,Mobile,Behavioural Ecology,Habitat and space use,Single,2,Saltwater,24,33,120,120,96,646,Not Reported,45,,2m to 61m,Medium (28.5-120cm),Long Term (>170d),Long Term (>20hr)
Leclercq_2018,Teleostei,1,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Resource-Use Management,Aquaculture,Single,2,Saltwater,8,12,16.9,20.4,20,219,Not Reported,NA,,2m to 61m,Small (<28.5cm),Long Term (>170d),NA
Leclercq_2018,Teleostei,1,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Methodological,Feasibility,Single,2,Saltwater,8,12,16.9,20.4,20,219,Not Reported,NA,,2m to 61m,Small (<28.5cm),Long Term (>170d),NA
Lee_2013,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Methodological,Tag and video accuracy and precision,Single,2,Saltwater,Not Reported,NA,NA,Not Reported,Not Reported,21,Not Reported,3,,NA,NA,Medium Term (3-170d),Medium Term (2-20hr)
Lee_2013,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Methodological,Paired lab approach,Single,2,Saltwater,Not Reported,NA,NA,Not Reported,Not Reported,21,Not Reported,3,,NA,NA,Medium Term (3-170d),Medium Term (2-20hr)
Leuchtenberger_2014,Mustelidae,2,R + Stationary,Radio_Stationary,Receiver_Stationary,Radio,Stationary,Behavioural Ecology,Behavioural states and adaptations,Single,2,Freshwater,Not Reported,NA,NA,Not Reported,0,153,10.95,13.32,measured body weight ,NA,NA,Medium Term (3-170d),Medium Term (2-20hr)
Leuchtenberger_2014,Mustelidae,2,R + Stationary,Radio_Stationary,Receiver_Stationary,Radio,Stationary,Other Drivers of Movement and Behavior,Diel differences,Single,2,Freshwater,Not Reported,NA,NA,Not Reported,0,153,10.95,13.32,,NA,NA,Medium Term (3-170d),Medium Term (2-20hr)
Leurs_2025,Chondrichthyes,9,AC + B,Acoustic_Baited,Receiver_Baited,Acoustic,Baited,Conservation Measures,Marine protected areas and reserves,Single,2,Saltwater,15,100,94,210,4,1732,1,1,"complementary - acoustic telemetry showed site fidelity, while BRUVs showed the size classes of sharks that were present in the MPA, but they also paired this with citizen science to improve the amount of data they have…. We describe the complementary use of three conventional methods, stereo-BRUVs, citizen science observations and acoustic telemetry, to determine shark long-term spatiotemporal distribution and assess local species status. Each technique used answers different research questions or can be used to cross-validate outcomes from other methods and consolidate overall results (table 4), TABLE 4 HAS THE BEST TABLE TO SHOW WHAT EACH METHOD COULD GIVE. ",>61m,Medium (28.5-120cm),Long Term (>170d),Short term (<2hr)
Leurs_2025,Chondrichthyes,9,AC + B,Acoustic_Baited,Receiver_Baited,Acoustic,Baited,Behavioural Ecology,Habitat and space use,Single,2,Saltwater,15,100,94,210,4,1732,1,1,,>61m,Medium (28.5-120cm),Long Term (>170d),Short term (<2hr)
Leurs_2025,Chondrichthyes,9,AC + B,Acoustic_Baited,Receiver_Baited,Acoustic,Baited,Other Drivers of Movement and Behavior,Diel differences,Single,2,Saltwater,15,100,94,210,4,1732,1,1,,>61m,Medium (28.5-120cm),Long Term (>170d),Short term (<2hr)
Leurs_2025,Chondrichthyes,9,AC + B,Acoustic_Baited,Receiver_Baited,Acoustic,Baited,Other Drivers of Movement and Behavior,Ontogenic,Single,2,Saltwater,15,100,94,210,4,1732,1,1,,>61m,Medium (28.5-120cm),Long Term (>170d),Short term (<2hr)
Leurs_2025,Chondrichthyes,9,AC + B,Acoustic_Baited,Receiver_Baited,Acoustic,Baited,Methodological,Integrated approach,Single,2,Saltwater,15,100,94,210,4,1732,1,1,,>61m,Medium (28.5-120cm),Long Term (>170d),Short term (<2hr)
Leurs_2025,Chondrichthyes,9,AC + B,Acoustic_Baited,Receiver_Baited,Acoustic,Baited,Behavioural Ecology,Population structuring,Single,2,Saltwater,15,100,94,210,4,1732,1,1,,>61m,Medium (28.5-120cm),Long Term (>170d),Short term (<2hr)
Linsky_2020,Cetacea,1,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Methodological,Feasibility,Single,2,Saltwater,0,10,NA,Not Reported,0.13,1,2,10,,2m to 61m,NA,Short Term (<3d),Medium Term (2-20hr)
Linsky_2020,Cetacea,1,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Other Drivers of Movement and Behavior,Environmental factors,Single,2,Saltwater,0,10,NA,Not Reported,0.13,1,2,10,,2m to 61m,NA,Short Term (<3d),Medium Term (2-20hr)
Linsky_2020,Cetacea,1,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,0,10,NA,Not Reported,0.13,1,2,10,,2m to 61m,NA,Short Term (<3d),Medium Term (2-20hr)
Logan_2023,Teleostei,1,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,10,50,185,185,1,1,24,24,,2m to 61m,Large (>120cm),Short Term (<3d),Long Term (>20hr)
Logan_2023,Teleostei,1,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Energetics,Single,2,Saltwater,10,50,185,185,1,1,24,24,,2m to 61m,Large (>120cm),Short Term (<3d),Long Term (>20hr)
Logan_2023,Teleostei,1,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Predator_prey interactions,Single,2,Saltwater,10,50,185,185,1,1,24,24,,2m to 61m,Large (>120cm),Short Term (<3d),Long Term (>20hr)
Lubitz_2023,Chondrichthyes,14,AC + SA + Mobile,Acoustic_Satellite_Mobile,Both_Mobile,Acoustic_Satellite,Mobile,Behavioural Ecology,Behavioural states and adaptations,Multiple,3,Saltwater,0,0,125,455,0,1392,Not Reported,NA,,Surface to 2m,Large (>120cm),Long Term (>170d),NA
Lubitz_2023,Chondrichthyes,14,AC + SA + Mobile,Acoustic_Satellite_Mobile,Both_Mobile,Acoustic_Satellite,Mobile,Behavioural Ecology,Predator_prey interactions,Multiple,3,Saltwater,0,0,125,455,0,1392,Not Reported,NA,,Surface to 2m,Large (>120cm),Long Term (>170d),NA
Lubitz_2023,Chondrichthyes,14,AC + SA + Mobile,Acoustic_Satellite_Mobile,Both_Mobile,Acoustic_Satellite,Mobile,Behavioural Ecology,Habitat and space use,Multiple,3,Saltwater,0,0,125,455,0,1392,Not Reported,NA,,Surface to 2m,Large (>120cm),Long Term (>170d),NA
Lubitz_2023,Chondrichthyes,14,AC + SA + Mobile,Acoustic_Satellite_Mobile,Both_Mobile,Acoustic_Satellite,Mobile,Methodological,Integrated approach,Multiple,3,Saltwater,0,0,125,455,0,1392,Not Reported,NA,,Surface to 2m,Large (>120cm),Long Term (>170d),NA
Lubitz_2023,Chondrichthyes,14,AC + SA + Mobile,Acoustic_Satellite_Mobile,Both_Mobile,Acoustic_Satellite,Mobile,Other Drivers of Movement and Behavior,Seasonal Differences,Multiple,3,Saltwater,0,0,125,455,0,1392,Not Reported,NA,"Used pre existing data. Also used DD + AB, Bt a bunch of different options for this grouping. ",Surface to 2m,Large (>120cm),Long Term (>170d),NA
Luo_2009,Teleostei,2,AC + DD + Stationary,Acoustic_DataLogger_Stationary,Both_Stationary,Acoustic_Data Logger,Stationary,Species Management,Commercial species,Multiple,3,Saltwater,0.5,1.5,24,45,0,561,0.3,0.3,,Surface to 2m,Small (<28.5cm),Long Term (>170d),Short term (<2hr)
Luo_2009,Teleostei,2,AC + DD + Stationary,Acoustic_DataLogger_Stationary,Both_Stationary,Acoustic_Data Logger,Stationary,Behavioural Ecology,Habitat and space use,Multiple,3,Saltwater,0.5,1.5,24,45,0,561,0.3,0.3,,Surface to 2m,Small (<28.5cm),Long Term (>170d),Short term (<2hr)
Luo_2009,Teleostei,2,AC + DD + Stationary,Acoustic_DataLogger_Stationary,Both_Stationary,Acoustic_Data Logger,Stationary,Other Drivers of Movement and Behavior,Demographics,Multiple,3,Saltwater,0.5,1.5,24,45,0,561,0.3,0.3,,Surface to 2m,Small (<28.5cm),Long Term (>170d),Short term (<2hr)
Luo_2009,Teleostei,2,AC + DD + Stationary,Acoustic_DataLogger_Stationary,Both_Stationary,Acoustic_Data Logger,Stationary,Other Drivers of Movement and Behavior,Diel differences,Multiple,3,Saltwater,0.5,1.5,24,45,0,561,0.3,0.3,,Surface to 2m,Small (<28.5cm),Long Term (>170d),Short term (<2hr)
MacMillan-Kenny_2025,Teleostei,2,AC + Mobile,Acoustic_Mobile,Receiver_Mobile,Acoustic,Mobile,Species Management,Commercial species,Single,2,Saltwater,Not Reported,NA,34.5,63.5,0,396,0.08,NA,"complementary - acoustic telemetry measured what areas charr spent the most time in while video data characterized habitat and population structure at these sites, identifying for the first time that not only do salinities and temperature drive these habitat selections, but also the abundance of diatoms in such areas.",NA,Medium (28.5-120cm),Long Term (>170d),NA
MacMillan-Kenny_2025,Teleostei,2,AC + Mobile,Acoustic_Mobile,Receiver_Mobile,Acoustic,Mobile,Behavioural Ecology,Habitat and space use,Single,2,Saltwater,Not Reported,NA,34.5,63.5,0,396,0.08,NA,,NA,Medium (28.5-120cm),Long Term (>170d),NA
Manning_2025,Reptilia,1,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Methodological,Tagging procedure,Single,2,Saltwater,Not Reported,NA,64,94.2,0.7875,1.025,0.302,0.582,,NA,Medium (28.5-120cm),Short Term (<3d),Short term (<2hr)
Manning_2025,Reptilia,1,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,Not Reported,NA,64,94.2,0.7875,1.025,0.302,0.582,,NA,Medium (28.5-120cm),Short Term (<3d),Short term (<2hr)
Manning_2025,Reptilia,1,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Energetics,Single,2,Saltwater,Not Reported,NA,64,94.2,0.7875,1.025,0.302,0.582,,NA,Medium (28.5-120cm),Short Term (<3d),Short term (<2hr)
Markham_2022,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Reproductive Ecology,"Spawning, breeding, nesting behaviour",Single,2,Freshwater,Not Reported,7,47.5,89.2,Not Reported,NA,Not Reported,NA,"Complementary in verifyin where to sample for lake trout, where acoustic telemetry pinpointed areas, and also used camera to verify there were spawning trout there to sample and trap embryos, but also video was used to characterize habtiat where trout were spawning, but ultimately, embryo trapping was the goal here. ",2m to 61m,Medium (28.5-120cm),NA,NA
Markham_2022,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Behavioural Ecology,Habitat and space use,Single,2,Freshwater,Not Reported,7,47.5,89.2,Not Reported,NA,Not Reported,NA,,2m to 61m,Medium (28.5-120cm),NA,NA
Markham_2022,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Other Drivers of Movement and Behavior,Ontogenic,Single,2,Freshwater,Not Reported,7,47.5,89.2,Not Reported,NA,Not Reported,NA,,2m to 61m,Medium (28.5-120cm),NA,NA
Martinez_Estevez_2022,Reptilia,6,AC + AB,Acoustic_Animalborne,Receiver_Animalborne,Acoustic,Animal-borne,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,1,10,35.1,90.3,6,1764,0.5,15.1,,2m to 61m,Medium (28.5-120cm),Long Term (>170d),Medium Term (2-20hr)
Martinez_Estevez_2022,Reptilia,6,AC + AB,Acoustic_Animalborne,Receiver_Animalborne,Acoustic,Animal-borne,Behavioural Ecology,Habitat and space use,Single,2,Saltwater,1,10,35.1,90.3,6,1764,0.5,15.1,,2m to 61m,Medium (28.5-120cm),Long Term (>170d),Medium Term (2-20hr)
Martinez_Estevez_2022,Reptilia,6,AC + AB,Acoustic_Animalborne,Receiver_Animalborne,Acoustic,Animal-borne,Methodological,Integrated approach,Single,2,Saltwater,1,10,35.1,90.3,6,1764,0.5,15.1,,2m to 61m,Medium (28.5-120cm),Long Term (>170d),Medium Term (2-20hr)
Martin-Smith_2002,Teleostei,2,PIT + Stationary,PIT_Stationary,Receiver_Stationary,PIT,Stationary,Behavioural Ecology,Co_existence,Single,2,Freshwater,Not Reported,NA,9.3,12.3,0,14,168,336,,NA,Small (<28.5cm),Medium Term (3-170d),Long Term (>20hr)
Martin-Smith_2002,Teleostei,2,PIT + Stationary,PIT_Stationary,Receiver_Stationary,PIT,Stationary,Other Drivers of Movement and Behavior,Demographics,Single,2,Freshwater,Not Reported,NA,9.3,12.3,0,14,168,336,,NA,Small (<28.5cm),Medium Term (3-170d),Long Term (>20hr)
Martin-Smith_2002,Teleostei,2,PIT + Stationary,PIT_Stationary,Receiver_Stationary,PIT,Stationary,Behavioural Ecology,Habitat and space use,Single,2,Freshwater,Not Reported,NA,9.3,12.3,0,14,168,336,,NA,Small (<28.5cm),Medium Term (3-170d),Long Term (>20hr)
Masmitja_2025,Cephalopoda,Not Reported,AC + Mobile,Acoustic_Mobile,Receiver_Mobile,Acoustic,Mobile,Conservation Measures,Marine protected areas and reserves,Single,2,Saltwater,Not Reported,356,NA,Not Reported,Not Reported,NA,Not Reported,NA,"Comlementary - Acoustic telemetry showed species specific behaviours when using the MPA, like changes in activity across day and night, increase or decrease in activity, as well as home ranges which may redefine the MPA boundaries, while cameras helped provide a broader picture of the populations and communities that were using the MPA.
Didn't even give extra tables or supp. info to look at lengths etc.",>61m,NA,NA,NA
Masmitja_2025,Cephalopoda,Not Reported,AC + Mobile,Acoustic_Mobile,Receiver_Mobile,Acoustic,Mobile,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,Not Reported,356,NA,Not Reported,Not Reported,NA,Not Reported,NA,,>61m,NA,NA,NA
Masmitja_2025,Cephalopoda,Not Reported,AC + Mobile,Acoustic_Mobile,Receiver_Mobile,Acoustic,Mobile,Behavioural Ecology,Community structuring,Single,2,Saltwater,Not Reported,356,NA,Not Reported,Not Reported,NA,Not Reported,NA,,>61m,NA,NA,NA
Masmitja_2025,Cephalopoda,Not Reported,AC + Mobile,Acoustic_Mobile,Receiver_Mobile,Acoustic,Mobile,Methodological,Integrated approach,Single,2,Saltwater,Not Reported,356,NA,Not Reported,Not Reported,NA,Not Reported,NA,,>61m,NA,NA,NA
Masmitja_2025,Decapoda,Not Reported,AC + Mobile,Acoustic_Mobile,Receiver_Mobile,Acoustic,Mobile,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,Not Reported,356,NA,Not Reported,Not Reported,NA,Not Reported,NA,,>61m,NA,NA,NA
Masmitja_2025,Decapoda,Not Reported,AC + Mobile,Acoustic_Mobile,Receiver_Mobile,Acoustic,Mobile,Behavioural Ecology,Community structuring,Single,2,Saltwater,Not Reported,356,NA,Not Reported,Not Reported,NA,Not Reported,NA,,>61m,NA,NA,NA
Masmitja_2025,Decapoda,Not Reported,AC + Mobile,Acoustic_Mobile,Receiver_Mobile,Acoustic,Mobile,Methodological,Integrated approach,Single,2,Saltwater,Not Reported,356,NA,Not Reported,Not Reported,NA,Not Reported,NA,,>61m,NA,NA,NA
Masmitja_2025,Decapoda,Not Reported,AC + Mobile,Acoustic_Mobile,Receiver_Mobile,Acoustic,Mobile,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,Not Reported,356,NA,Not Reported,Not Reported,NA,Not Reported,NA,,>61m,NA,NA,NA
Masmitja_2025,Chondrichthyes,Not Reported,AC + Mobile,Acoustic_Mobile,Receiver_Mobile,Acoustic,Mobile,Behavioural Ecology,Community structuring,Single,2,Saltwater,Not Reported,356,NA,Not Reported,Not Reported,NA,Not Reported,NA,,>61m,NA,NA,NA
Masmitja_2025,Chondrichthyes,Not Reported,AC + Mobile,Acoustic_Mobile,Receiver_Mobile,Acoustic,Mobile,Methodological,Integrated approach,Single,2,Saltwater,Not Reported,356,NA,Not Reported,Not Reported,NA,Not Reported,NA,,>61m,NA,NA,NA
Masmitja_2025,Chondrichthyes,Not Reported,AC + Mobile,Acoustic_Mobile,Receiver_Mobile,Acoustic,Mobile,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,Not Reported,356,NA,Not Reported,Not Reported,NA,Not Reported,NA,,>61m,NA,NA,NA
Masmitja_2025,Chondrichthyes,Not Reported,AC + Mobile,Acoustic_Mobile,Receiver_Mobile,Acoustic,Mobile,Behavioural Ecology,Community structuring,Single,2,Saltwater,Not Reported,356,NA,Not Reported,Not Reported,NA,Not Reported,NA,,>61m,NA,NA,NA
Matika_2022,Cetacea,2,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Energetics,Single,2,Saltwater,0,50,NA,Not Reported,0.04,4,1.7,4.9,,2m to 61m,NA,Medium Term (3-170d),Medium Term (2-20hr)
Matika_2022,Cetacea,2,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Predator_prey interactions,Single,2,Saltwater,0,50,NA,Not Reported,0.04,4,1.7,4.9,,2m to 61m,NA,Medium Term (3-170d),Medium Term (2-20hr)
McGovern_2022,Phocidae,3,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Reproductive Ecology,"Spawning, breeding, nesting behaviour",Single,2,Saltwater,250,NA,NA,Not Reported,2,82,Not Reported,NA,,NA,NA,Medium Term (3-170d),NA
McGovern_2022,Phocidae,3,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Other Drivers of Movement and Behavior,Environmental factors,Single,2,Saltwater,250,NA,NA,Not Reported,2,82,Not Reported,NA,,NA,NA,Medium Term (3-170d),NA
McGovern_2022,Phocidae,3,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,250,NA,NA,Not Reported,2,82,Not Reported,NA,,NA,NA,Medium Term (3-170d),NA
McGovern_2022,Phocidae,3,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Habitat and space use,Single,2,Saltwater,250,NA,NA,Not Reported,2,82,Not Reported,NA,,NA,NA,Medium Term (3-170d),NA
Meekan_2021,Teleostei,1,AC + B,Acoustic_Baited,Receiver_Baited,Acoustic,Baited,Species Management,Commercial species,Single,2,Saltwater,60,70,30,60,Not Reported,NA,Not Reported,1,,>61m,Medium (28.5-120cm),NA,Short term (<2hr)
Meekan_2021,Teleostei,1,AC + B,Acoustic_Baited,Receiver_Baited,Acoustic,Baited,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,60,70,30,60,Not Reported,NA,Not Reported,1,,>61m,Medium (28.5-120cm),NA,Short term (<2hr)
Meekan_2021,Teleostei,1,AC + B,Acoustic_Baited,Receiver_Baited,Acoustic,Baited,Behavioural Ecology,Habitat and space use,Single,2,Saltwater,60,70,30,60,Not Reported,NA,Not Reported,1,,>61m,Medium (28.5-120cm),NA,Short term (<2hr)
Meekan_2021,Teleostei,1,AC + B,Acoustic_Baited,Receiver_Baited,Acoustic,Baited,Conservation Measures,Seismic testing,Single,2,Saltwater,60,70,30,60,Not Reported,NA,Not Reported,1,,>61m,Medium (28.5-120cm),NA,Short term (<2hr)
Meekan_2021,Teleostei,1,AC + B,Acoustic_Baited,Receiver_Baited,Acoustic,Baited,Species Management,Commercial species,Single,2,Saltwater,60,70,30,60,Not Reported,NA,Not Reported,1,,>61m,Medium (28.5-120cm),NA,Short term (<2hr)
Merson_2025,Chondrichthyes,1,AC + B + Mobile,Acoustic_Baited _Mbbile,Receiver_Baited_Mobile,Acoustic,Baited_Mobile,Methodological,Feasibility,Single,2,Saltwater,0,NA,NA,Not Reported,Not Reported,1.5,Not Reported,NA,"Verification - drone gave presence and relative abndance at the surface, acoustic telemetry to look at aggregations, community analysis using BRUVs, comparing all these abundances and numbers with eDNA to confir it as a way to look at abundance. We set out to determine how effectively metabarcoding detects nearshore fish communities and juvenile white sharks compared to other methods. Weird that they wouldn't consider the size, and time it takes for each one thereby reporting it since they are comparing methods here",NA,NA,Short Term (<3d),NA
Merson_2025,Chondrichthyes,1,AC + B + Mobile,Acoustic_Baited _Mbbile,Receiver_Baited_Mobile,Acoustic,Baited_Mobile,Methodological,Integrated approach,Single,2,Saltwater,0,NA,NA,Not Reported,Not Reported,1.5,Not Reported,NA,,NA,NA,Short Term (<3d),NA
Meyers_2021,Phocidae,10,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Energetics,Single,2,Saltwater,40,NA,132,171,0.0125,0.5,0.3,12,,NA,Large (>120cm),Short Term (<3d),Medium Term (2-20hr)
Meyers_2021,Phocidae,10,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Predator_prey interactions,Single,2,Saltwater,40,NA,132,171,0.0125,0.5,0.3,12,,NA,Large (>120cm),Short Term (<3d),Medium Term (2-20hr)
Meyers_2021,Phocidae,10,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,40,NA,132,171,0.0125,0.5,0.3,12,,NA,Large (>120cm),Short Term (<3d),Medium Term (2-20hr)
