Manuscript,Taxa,Total_Field_Seasons,Device_Pairing_Abbreviation,Intermediate_Device_Pairing,Broad_Device_Pairings,Tracking_Group,Monitor_Group,Discipline,Sub_discipline,Single_or_Multiple_Pairing,Total_Devices,Water_Type,Min_C_Depth_m,Max_C_Depth_m,Min_length_Tag_cm,Max_length_Tag_cm,Min_Days_Tracked,Max_Days_Tracked,Min_Hours_Recorded,Max_Hours_Recorded,Notes,Depth_groups,Length_Groups,Tracking_Days,Recording_Hours
Beltramino_2018,Teleostei,5,DD + Stationary,DataLogger_Stationary,NoReceiver_Stationary,Data Logger,Stationary,Other Drivers of Movement and Behavior,Environmental factors,Single,2,Saltwater,5,10,26,35,3,9,Not Reported,NA,,2m to 61m,Small (<28.5cm),Medium Term (3-170d),NA
Beltramino_2018,Teleostei,5,DD + Stationary,DataLogger_Stationary,NoReceiver_Stationary,Data Logger,Stationary,Other Drivers of Movement and Behavior,Seasonal Differences,Single,2,Saltwater,5,10,26,35,3,9,Not Reported,NA,,2m to 61m,Small (<28.5cm),Medium Term (3-170d),NA
Beltramino_2018,Teleostei,5,DD + Stationary,DataLogger_Stationary,NoReceiver_Stationary,Data Logger,Stationary,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,5,10,26,35,3,9,Not Reported,NA,,2m to 61m,Small (<28.5cm),Medium Term (3-170d),NA
Bett_2022,Teleostei,6,AC + PIT + R + Stationary,Acoustic_Radio_PIT_Stationary,Receiver_Stationary,Acoustic_PIT_Radio,Stationary,Methodological,Integrated approach,Multiple,4,Freshwater,0,4,NA,Not Reported,Not Reported,NA,Not Reported,NA,,2m to 61m,NA,NA,NA
Bett_2022,Teleostei,6,AC + PIT + R + Stationary,Acoustic_Radio_PIT_Stationary,Receiver_Stationary,Acoustic_PIT_Radio,Stationary,Reproductive Ecology,Adult migration,Multiple,4,Freshwater,0,4,NA,Not Reported,Not Reported,NA,Not Reported,NA,,2m to 61m,NA,NA,NA
Bett_2022,Teleostei,6,AC + PIT + R + Stationary,Acoustic_Radio_PIT_Stationary,Receiver_Stationary,Acoustic_PIT_Radio,Stationary,Resource-Use Management,Hydroelectric power,Multiple,4,Freshwater,0,4,NA,Not Reported,Not Reported,NA,Not Reported,NA,,2m to 61m,NA,NA,NA
Boase_2014,Teleostei,3,PIT + Mobile,PIT_Mobile,Receiver_Mobile,PIT,Mobile,Behavioural Ecology,Habitat and space use,Single,2,Freshwater,Not Reported,NA,58.2,79.3,20,445,Not Reported,NA,,NA,Medium (28.5-120cm),Long Term (>170d),NA
Boase_2014,Teleostei,3,PIT + Mobile,PIT_Mobile,Receiver_Mobile,PIT,Mobile,Other Drivers of Movement and Behavior,Ontogenic,Single,2,Freshwater,Not Reported,NA,58.2,79.3,20,445,Not Reported,NA,,NA,Medium (28.5-120cm),Long Term (>170d),NA
Bohaboy_2020,Teleostei,2,AC + Mobile,Acoustic_Mobile,Receiver_Mobile,Acoustic,Mobile,Species Management,Mortality Reduction,Single,2,Saltwater,41,59,28,35,Not Reported,NA,Not Reported,NA,,2m to 61m,Small (<28.5cm),NA,NA
Bohaboy_2020,Teleostei,2,AC + Mobile,Acoustic_Mobile,Receiver_Mobile,Acoustic,Mobile,Species Management,Techniques,Single,2,Saltwater,41,59,28,35,Not Reported,NA,Not Reported,NA,,2m to 61m,Small (<28.5cm),NA,NA
Bolland_2019,Teleostei,1,AC + PIT + Stationary,Acoustic_PIT_Stationary,Receiver_Stationary,Acoustic_PIT,Stationary,Resource-Use Management,Manmade structures,Multiple,3,Freshwater,Not Reported,NA,54.5,80,0,20,7.7,23.5,,NA,Medium (28.5-120cm),Medium Term (3-170d),Long Term (>20hr)
Bolland_2019,Teleostei,1,AC + PIT + Stationary,Acoustic_PIT_Stationary,Receiver_Stationary,Acoustic_PIT,Stationary,Reproductive Ecology,Adult migration,Multiple,3,Freshwater,Not Reported,NA,54.5,80,0,31,7.7,23.5,,NA,Medium (28.5-120cm),Medium Term (3-170d),Long Term (>20hr)
Bolland_2019,Teleostei,1,AC + PIT + Stationary,Acoustic_PIT_Stationary,Receiver_Stationary,Acoustic_PIT,Stationary,Behavioural Ecology,Behavioural states and adaptations,Multiple,3,Freshwater,Not Reported,NA,54.5,80,0,42,7.7,23.5,,NA,Medium (28.5-120cm),Medium Term (3-170d),Long Term (>20hr)
Boltunov_2021,Phocidae,1,SA + Mobile,Satellite_Mobile,NoReceiver_Mobile,Satellite,Mobile,Behavioural Ecology,Habitat and space use,Single,2,Saltwater,0,0,NA,Not Reported,8,9,Not Reported,NA,,Surface to 2m,NA,Medium Term (3-170d),NA
Boness_2006,Phocidae,4,R + DD + AB,Radio_DataLogger_AnimalBorne,Both_Animalborne,Radio_Data Logger,Animal-borne,Methodological,Integrated approach,Multiple,3,Saltwater,Not Reported,NA,NA,Not Reported,11,39,Not Reported,NA,,NA,NA,Medium Term (3-170d),NA
Boness_2006,Phocidae,4,R + DD + AB,Radio_DataLogger_AnimalBorne,Both_Animalborne,Radio_Data Logger,Animal-borne,Reproductive Ecology,"Spawning, breeding, nesting behaviour",Multiple,3,Saltwater,Not Reported,NA,NA,Not Reported,11,39,Not Reported,NA,,NA,NA,Medium Term (3-170d),NA
Bornhold_2005,Phocidae,9,SA + Stationary,Satellite_Stationary,NoReceiver_Stationary,Satellite,Stationary,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,Not Reported,NA,NA,Not Reported,Not Reported,NA,Not Reported,NA,verification - used previously collected satellite data of foraging and non foraging areas of walruses to verify the results they were seing in sediment with the drop cameras that characterized marks in the sediment of feeding marks there.,NA,NA,NA,NA
Bornhold_2005,Phocidae,9,SA + Stationary,Satellite_Stationary,NoReceiver_Stationary,Satellite,Stationary,Behavioural Ecology,Habitat and space use,Single,2,Saltwater,Not Reported,NA,NA,Not Reported,Not Reported,NA,Not Reported,NA,,NA,NA,NA,NA
Boulatreau_2018,Teleostei,2,PIT + Stationary,PIT_Stationary,Receiver_Stationary,PIT,Stationary,Behavioural Ecology,Predator_prey interactions,Single,2,Freshwater,1,1,NA,Not Reported,0.41,10,Not Reported,120,,Surface to 2m,NA,Medium Term (3-170d),Long Term (>20hr)
Boulatreau_2018,Teleostei,2,PIT + Stationary,PIT_Stationary,Receiver_Stationary,PIT,Stationary,Resource-Use Management,Hydroelectric power,Single,2,Freshwater,1,1,NA,Not Reported,0.41,10,Not Reported,120,,Surface to 2m,NA,Medium Term (3-170d),Long Term (>20hr)
Boulatreau_2018,Teleostei,2,PIT + Stationary,PIT_Stationary,Receiver_Stationary,PIT,Stationary,Behavioural Ecology,Predator_prey interactions,Single,2,Freshwater,1,1,NA,Not Reported,0.41,10,Not Reported,120,,Surface to 2m,NA,Medium Term (3-170d),Long Term (>20hr)
Boulatreau_2018,Teleostei,2,PIT + Stationary,PIT_Stationary,Receiver_Stationary,PIT,Stationary,Resource-Use Management,Hydroelectric power,Single,2,Freshwater,1,1,NA,Not Reported,0.41,10,Not Reported,120,,Surface to 2m,NA,Medium Term (3-170d),Long Term (>20hr)
Bousmar_2018,Teleostei,Not Reported,PIT + Stationary,PIT_Stationary,Receiver_Stationary,PIT,Stationary,Resource-Use Management,Manmade structures,Single,2,Freshwater,Not Reported,NA,3.9,11.2,0.83,0.96,0.13,0.96,"complementary - PIT tags characterized capability of tagged fish to cross fish pass, while video recordings analyzed behaviours (preferred areas within pools prior to the fish passage). So PIT tags successful passage, video fish trajectory and presence areas in pools near fish pass.",NA,NA,Short Term (<3d),Short term (<2hr)
Bousmar_2018,Teleostei,Not Reported,PIT + Stationary,PIT_Stationary,Receiver_Stationary,PIT,Stationary,Behavioural Ecology,Behavioural states and adaptations,Single,2,Freshwater,Not Reported,NA,3.9,11.2,0.83,0.96,0.13,0.96,,NA,NA,Short Term (<3d),Short term (<2hr)
Bowes_2021,Teleostei,1,PIT + Stationary,PIT_Stationary,Receiver_Stationary,PIT,Stationary,Resource-Use Management,Manmade structures,Single,2,Freshwater,0.25,0.25,204,335,Not Reported,NA,16.567,19.95,,Surface to 2m,Large (>120cm),NA,Medium Term (2-20hr)
Bowes_2021,Teleostei,1,PIT + Stationary,PIT_Stationary,Receiver_Stationary,PIT,Stationary,Behavioural Ecology,Behavioural states and adaptations,Single,2,Freshwater,0.25,0.25,204,335,Not Reported,NA,16.567,19.95,,Surface to 2m,Large (>120cm),NA,Medium Term (2-20hr)
Bowes_2021,Teleostei,1,PIT + Stationary,PIT_Stationary,Receiver_Stationary,PIT,Stationary,Other Drivers of Movement and Behavior,Environmental factors,Single,2,Freshwater,0.25,0.25,204,335,Not Reported,NA,16.567,19.95,,Surface to 2m,Large (>120cm),NA,Medium Term (2-20hr)
Bravener_2013,Petromyzontida,1,PIT + Stationary,PIT_Stationary,Receiver_Stationary,PIT,Stationary,Conservation Measures,Invasive specices management,Single,2,Freshwater,0,15,NA,Not Reported,0,20,8,8,,2m to 61m,NA,Medium Term (3-170d),Medium Term (2-20hr)
Bravener_2013,Petromyzontida,1,PIT + Stationary,PIT_Stationary,Receiver_Stationary,PIT,Stationary,Behavioural Ecology,Behavioural states and adaptations,Single,2,Freshwater,0,15,NA,Not Reported,0,20,8,8,,2m to 61m,NA,Medium Term (3-170d),Medium Term (2-20hr)
Bravener_2013,Petromyzontida,1,PIT + Stationary,PIT_Stationary,Receiver_Stationary,PIT,Stationary,Other Drivers of Movement and Behavior,Demographics,Single,2,Freshwater,0,15,NA,Not Reported,0,20,8,8,,2m to 61m,NA,Medium Term (3-170d),Medium Term (2-20hr)
Bravener_2013,Petromyzontida,1,PIT + Stationary,PIT_Stationary,Receiver_Stationary,PIT,Stationary,Other Drivers of Movement and Behavior,Environmental factors,Single,2,Freshwater,0,15,NA,Not Reported,0,20,8,8,,2m to 61m,NA,Medium Term (3-170d),Medium Term (2-20hr)
Bravener_2013,Petromyzontida,1,PIT + Stationary,PIT_Stationary,Receiver_Stationary,PIT,Stationary,Other Drivers of Movement and Behavior,Diel differences,Single,2,Freshwater,0,15,NA,Not Reported,0,29,8,8,,2m to 61m,NA,Medium Term (3-170d),Medium Term (2-20hr)
Bullock_2024,Chondrichthyes,2,AC + PIT + Baited,Acoustic_PIT_Baited,Both_Baited,Acoustic_PIT,Baited,Behavioural Ecology,Behavioural states and adaptations,Multiple,3,Saltwater,Not Reported,NA,78,187,0,90,Not Reported,1.17,"complementation - characterizing prey species, and even during the time whent agged sharks were there which confirmed habitat use identified by tagged sharks as foraging habitat.",NA,Medium (28.5-120cm),Medium Term (3-170d),Short term (<2hr)
Bullock_2024,Chondrichthyes,2,AC + PIT + Baited,Acoustic_PIT_Baited,Both_Baited,Acoustic_PIT,Baited,Behavioural Ecology,Habitat and space use,Multiple,3,Saltwater,Not Reported,NA,78,187,0,90,Not Reported,1.17,,NA,Medium (28.5-120cm),Medium Term (3-170d),Short term (<2hr)
Bullock_2024,Chondrichthyes,2,AC + PIT + Baited,Acoustic_PIT_Baited,Both_Baited,Acoustic_PIT,Baited,Behavioural Ecology,Energetics,Multiple,3,Saltwater,Not Reported,NA,78,187,0,90,Not Reported,1.17,,NA,Medium (28.5-120cm),Medium Term (3-170d),Short term (<2hr)
Bullock_2024,Chondrichthyes,2,AC + PIT + Baited,Acoustic_PIT_Baited,Both_Baited,Acoustic_PIT,Baited,Reproductive Ecology,Nursery habitats,Multiple,3,Saltwater,Not Reported,NA,78,187,0,90,Not Reported,1.17,,NA,Medium (28.5-120cm),Medium Term (3-170d),Short term (<2hr)
Bullock_2024,Chondrichthyes,2,AC + PIT + Baited,Acoustic_PIT_Baited,Both_Baited,Acoustic_PIT,Baited,Behavioural Ecology,Predator_prey interactions,Multiple,3,Saltwater,Not Reported,NA,78,187,0,90,Not Reported,1.17,,NA,Medium (28.5-120cm),Medium Term (3-170d),Short term (<2hr)
Bunt_2012,Teleostei,3,PIT + Stationary,PIT_Stationary,Receiver_Stationary,PIT,Stationary,Resource-Use Management,Hydroelectric power,Single,2,Freshwater,Not Reported,NA,18.5,50,0,131,24,24,,NA,Small (<28.5cm),Medium Term (3-170d),Long Term (>20hr)
Bunt_2012,Teleostei,3,PIT + Stationary,PIT_Stationary,Receiver_Stationary,PIT,Stationary,Methodological,Integrated approach,Single,2,Freshwater,Not Reported,NA,18.5,50,0,131,24,24,,NA,Small (<28.5cm),Medium Term (3-170d),Long Term (>20hr)
Bunt_2012,Teleostei,3,PIT + Stationary,PIT_Stationary,Receiver_Stationary,PIT,Stationary,Behavioural Ecology,Behavioural states and adaptations,Single,2,Freshwater,Not Reported,NA,18.5,50,0,131,24,24,,NA,Small (<28.5cm),Medium Term (3-170d),Long Term (>20hr)
Burke_2022,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Other Drivers of Movement and Behavior,Demographics,Single,2,Saltwater,0,0,44.8,85.8,Not Reported,394,Not Reported,NA,"Since this was camera, and just taking pictures of morphometrics, don't need to report the total hpurs it was recording these are simple snapshots on land. Also used previous acoustic telemetry data ",Surface to 2m,Medium (28.5-120cm),Long Term (>170d),NA
Burke_2022,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Species Management,Commercial species,Single,2,Saltwater,0,0,44.8,85.8,Not Reported,394,Not Reported,NA,,Surface to 2m,Medium (28.5-120cm),Long Term (>170d),NA
Burke_2022,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Species Management,Techniques,Single,2,Saltwater,0,0,44.8,85.8,Not Reported,394,Not Reported,NA,,Surface to 2m,Medium (28.5-120cm),Long Term (>170d),NA
Burke_2022,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,0,0,44.8,85.8,Not Reported,394,Not Reported,NA,,Surface to 2m,Medium (28.5-120cm),Long Term (>170d),NA
Butler_2014,Teleostei,1,R + Mobile,Radio_Mobile,Receiver_Mobile,Radio,Mobile,Other Drivers of Movement and Behavior,Environmental factors,Single,2,Freshwater,0,4,46.2,79,11,364,Not Reported,NA,"verification - camera data from another study was used to validate that the position of radio tagged was right. But this also allowed them to look at breeding behaviour of these fish, and characterize the habitat there. ",2m to 61m,Medium (28.5-120cm),Long Term (>170d),NA
Butler_2014,Teleostei,1,R + Mobile,Radio_Mobile,Receiver_Mobile,Radio,Mobile,Other Drivers of Movement and Behavior,Seasonal Differences,Single,2,Freshwater,0,4,46.2,79,11,364,Not Reported,NA,,2m to 61m,Medium (28.5-120cm),Long Term (>170d),NA
Butler_2014,Teleostei,1,R + Mobile,Radio_Mobile,Receiver_Mobile,Radio,Mobile,Behavioural Ecology,Behavioural states and adaptations,Single,2,Freshwater,0,4,46.2,79,11,364,Not Reported,NA,,2m to 61m,Medium (28.5-120cm),Long Term (>170d),NA
Butler_2014,Teleostei,1,R + Mobile,Radio_Mobile,Receiver_Mobile,Radio,Mobile,Behavioural Ecology,Habitat and space use,Single,2,Freshwater,0,4,46.2,79,11,364,Not Reported,NA,,2m to 61m,Medium (28.5-120cm),Long Term (>170d),NA
Butler_2022,Teleostei,5,R + Mobile + Stationary,Radio_Mobile_Stationary,Receiver_Mobile_Stationary,Radio,Mobile + Stationary,Reproductive Ecology,"Spawning, breeding, nesting behaviour",Multiple,3,Freshwater,Not Reported,NA,45.5,99.5,Not Reported,NA,0.083,456,"complementary - radio telemetry identified movement behaviours related to spawning, such as increased movement right before nesting and found nesting sites, while movement became lower once settled into a nest, and then more fine-scale behaviours during spawning, like lunging out of nests when predators came by, a resolution that could not be determined with radio tags. this helped to identify earlier spawning seasons in this population than other pops.",NA,Medium (28.5-120cm),NA,NA
Butler_2022,Teleostei,5,R + Mobile + Stationary,Radio_Mobile_Stationary,Receiver_Mobile_Stationary,Radio,Mobile + Stationary,Methodological,Integrated approach,Multiple,3,Freshwater,Not Reported,NA,45.5,99.5,Not Reported,NA,0.083,456,,NA,Medium (28.5-120cm),NA,NA
Bzonek_2025,Teleostei,1,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Methodological,Paired lab approach,Single,2,Freshwater,0,0,35,65,15,31,Not Reported,NA,"Complementation - videos in the lab characterized individual differences in specific behavioura, boldness, activity and sociality, while acoustic teemetry showed where individuals moved to, and where they spent most time in the field. Showed no connection between behqavioural syndromes to their dispersal ability which more finely described inter-individual variation between carp, while also highlighting some nuanced dynamics between controlled and real-world environments. ",Surface to 2m,Medium (28.5-120cm),Medium Term (3-170d),NA
Bzonek_2025,Teleostei,1,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Resource-Use Management,Manmade structures,Single,2,Freshwater,0,0,35,65,15,31,Not Reported,NA,,Surface to 2m,Medium (28.5-120cm),Medium Term (3-170d),NA
Bzonek_2025,Teleostei,1,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Behavioural Ecology,Behavioural states and adaptations,Single,2,Freshwater,0,0,35,65,15,31,Not Reported,NA,,Surface to 2m,Medium (28.5-120cm),Medium Term (3-170d),NA
Bzonek_2025,Teleostei,1,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Conservation Measures,Invasive specices management,Single,2,Freshwater,0,0,35,65,15,31,Not Reported,NA,,Surface to 2m,Medium (28.5-120cm),Medium Term (3-170d),NA
Cade_2018,Cetacea,Not Reported,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Methodological,Feasibility,Single,2,Saltwater,Not Reported,NA,NA,Not Reported,Not Reported,NA,Not Reported,NA,"Verification - camera confirmed whether the tag was actually breaking the surface of the water, which could effect how they were interpereting the movement recorded by the tag. Essentially, they were testing a new way to use data loggers in estimating acceleration from the jiggle of the tag, and confirmed whether or not such jiggles occurred with the camera. LOTS OF NOT REPORTED INFORMATION",NA,NA,NA,NA
Cade_2018,Cetacea,Not Reported,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Methodological,Paired lab approach,Single,2,Saltwater,Not Reported,NA,NA,Not Reported,Not Reported,NA,Not Reported,NA,,NA,NA,NA,NA
Calambokidis_2007,Cetacea,4,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,135,214,NA,Not Reported,0.3,18.8,0.3,18.8,,>61m,NA,Medium Term (3-170d),Medium Term (2-20hr)
Calambokidis_2007,Cetacea,4,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Other Drivers of Movement and Behavior,Diel differences,Single,2,Saltwater,135,214,NA,Not Reported,0.3,18.8,0.3,18.8,,>61m,NA,Medium Term (3-170d),Medium Term (2-20hr)
Carpenter_2020,Teleostei,2,AC + PIT + Stationary,Acoustic_PIT_Stationary,Receiver_Stationary,Acoustic_PIT,Stationary,Resource-Use Management,Manmade structures,Multiple,3,Freshwater,0,2,30.8,68.6,30,112,Not Reported,NA,,Surface to 2m,Medium (28.5-120cm),Medium Term (3-170d),NA
Carpenter_2020,Teleostei,2,AC + PIT + Stationary,Acoustic_PIT_Stationary,Receiver_Stationary,Acoustic_PIT,Stationary,Reproductive Ecology,"Spawning, breeding, nesting behaviour",Multiple,3,Freshwater,0,2,30.8,68.6,30,112,Not Reported,NA,,Surface to 2m,Medium (28.5-120cm),Medium Term (3-170d),NA
Carpenter_2020,Teleostei,2,AC + PIT + Stationary,Acoustic_PIT_Stationary,Receiver_Stationary,Acoustic_PIT,Stationary,Behavioural Ecology,Habitat and space use,Multiple,3,Freshwater,0,2,30.8,68.6,30,112,Not Reported,NA,,Surface to 2m,Medium (28.5-120cm),Medium Term (3-170d),NA
Carver_2025,Teleostei,2,AC + B + Mobile,Acoustic_Baited _Mobile,Receiver_Baited_Mobile,Acoustic,Baited_Mobile,Conservation Measures,Artificial Reefs,Single,2,Saltwater,10,17,28.5,64,0,284,0.083,0.083,"BRUV and acoustic were complementary, but the video in this study was used for verification that the tagged fish post study was still healthy and did not experience barometric trauma, although this verification ws not identified as a objective in abstract or intro.",2m to 61m,Small (<28.5cm),Long Term (>170d),Short term (<2hr)
Carver_2025,Teleostei,2,AC + B + Mobile,Acoustic_Baited _Mobile,Receiver_Baited_Mobile,Acoustic,Baited_Mobile,Behavioural Ecology,Community structuring,Single,2,Saltwater,10,17,28.5,64,0,284,0.083,0.083,,2m to 61m,Small (<28.5cm),Long Term (>170d),Short term (<2hr)
Carver_2025,Teleostei,2,AC + B + Mobile,Acoustic_Baited _Mobile,Receiver_Baited_Mobile,Acoustic,Baited_Mobile,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,10,17,28.5,64,0,284,0.083,0.083,,2m to 61m,Small (<28.5cm),Long Term (>170d),Short term (<2hr)
Carver_2025,Teleostei,2,AC + B + Mobile,Acoustic_Baited _Mobile,Receiver_Baited_Mobile,Acoustic,Baited_Mobile,Behavioural Ecology,Habitat and space use,Single,2,Saltwater,10,17,28.5,64,0,284,0.083,0.083,,2m to 61m,Small (<28.5cm),Long Term (>170d),Short term (<2hr)
Carver_2025,Chondrichthyes,2,AC + B + Mobile,Acoustic_Baited _Mobile,Receiver_Baited_Mobile,Acoustic,Baited_Mobile,Conservation Measures,Artificial Reefs,Single,2,Saltwater,10,17,28.5,64,0,284,0.083,0.083,,2m to 61m,Small (<28.5cm),Long Term (>170d),Short term (<2hr)
